datetime,tariff,pod,kwh,kvarh,gkwh,gkvarh,kvah,gkvah,account_id,voltage_zone,transmission_zone,nmd,mec
2025-05-01 00:00:00,Megaflex Gen Urban,7614718533,1689.75,347.25,0.0,0.0,1725.0616293338624,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 01:00:00,Megaflex Gen Urban,7614718533,1720.0,371.0,0.0,0.0,1759.5570465318822,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 02:00:00,Megaflex Gen Urban,7614718533,1657.0,297.5,0.0,0.0,1683.4949509873798,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 03:00:00,Megaflex Gen Urban,7614718533,1657.5,292.5,0.0,0.0,1683.1109589091268,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 04:00:00,Megaflex Gen Urban,7614718533,1671.25,301.5,0.0,0.0,1698.228139120301,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 05:00:00,Megaflex Gen Urban,7614718533,2529.5,417.0,0.0,0.0,2563.6417944010823,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 06:00:00,Megaflex Gen Urban,7614718533,3992.25,657.25,0.0,0.0,4045.9903144965633,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 07:00:00,Megaflex Gen Urban,7614718533,4093.25,667.25,0.0,0.0,4147.278399746031,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 08:00:00,Megaflex Gen Urban,7614718533,3622.75,584.0,0.0,0.0,3669.5195274722273,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 09:00:00,Megaflex Gen Urban,7614718533,3580.75,545.5,0.0,0.0,3622.063060259995,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 10:00:00,Megaflex Gen Urban,7614718533,2978.0,552.25,0.0,0.0,3028.7726990482465,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 11:00:00,Megaflex Gen Urban,7614718533,340.0,112.5,13936.0,0.0,358.12881760617927,13936.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 12:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,28786.25,0.0,0.0,28786.25,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 13:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,46147.75,0.0,0.0,46147.75,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 14:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,44031.75,0.0,0.0,44031.75,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 15:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,39505.75,5.5,0.0,39505.75038285566,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 16:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,29209.75,333.5,0.0,29211.65379283583,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 17:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,11287.0,2.75,0.0,11287.000335009297,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 18:00:00,Megaflex Gen Urban,7614718533,2052.0,455.75,17.25,0.0,2102.0019178154903,17.25,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 19:00:00,Megaflex Gen Urban,7614718533,1863.25,379.5,0.0,0.0,1901.5048810087235,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 20:00:00,Megaflex Gen Urban,7614718533,1885.75,380.5,0.0,0.0,1923.7550032423567,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 21:00:00,Megaflex Gen Urban,7614718533,1930.0,404.0,0.0,0.0,1971.8306215291414,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 22:00:00,Megaflex Gen Urban,7614718533,1944.5,412.5,0.0,0.0,1987.7717424291955,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-01 23:00:00,Megaflex Gen Urban,7614718533,1979.0,443.0,0.0,0.0,2027.9768243251697,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 00:00:00,Megaflex Gen Urban,7614718533,1990.0,450.0,0.0,0.0,2040.245083317198,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 01:00:00,Megaflex Gen Urban,7614718533,2009.75,460.0,0.0,0.0,2061.721383334809,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 02:00:00,Megaflex Gen Urban,7614718533,1990.5,448.75,0.0,0.0,2040.4575007826063,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 03:00:00,Megaflex Gen Urban,7614718533,2041.75,466.75,0.0,0.0,2094.4208328318355,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 04:00:00,Megaflex Gen Urban,7614718533,2089.0,476.25,0.0,0.0,2142.600070591803,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 05:00:00,Megaflex Gen Urban,7614718533,2056.5,454.0,0.0,0.0,2106.0171533014636,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 06:00:00,Megaflex Gen Urban,7614718533,3540.0,655.25,0.0,0.0,3600.1322979162865,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 07:00:00,Megaflex Gen Urban,7614718533,3715.75,668.25,0.0,0.0,3775.3617210805114,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 08:00:00,Megaflex Gen Urban,7614718533,3434.75,621.25,0.0,0.0,3490.481216823835,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 09:00:00,Megaflex Gen Urban,7614718533,2004.0,516.5,0.0,0.0,2069.489852596528,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 10:00:00,Megaflex Gen Urban,7614718533,1598.5,515.5,504.5,0.0,1679.566164222178,504.5,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 11:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,37146.5,0.0,0.0,37146.5,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 12:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,50733.75,0.0,0.0,50733.75,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 13:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,50532.5,0.0,0.0,50532.5,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 14:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,50164.75,0.0,0.0,50164.75,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 15:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,34110.25,4.75,0.0,34110.25033072903,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 16:00:00,Megaflex Gen Urban,7614718533,0.0,0.0,27849.25,9.0,0.0,27849.251454258156,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 17:00:00,Megaflex Gen Urban,7614718533,33.5,7.75,11263.75,0.5,34.38477133848646,11263.750011097547,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 18:00:00,Megaflex Gen Urban,7614718533,2027.25,457.5,0.0,0.0,2078.2321363360734,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 19:00:00,Megaflex Gen Urban,7614718533,1818.25,311.0,0.0,0.0,1844.6555403380871,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 20:00:00,Megaflex Gen Urban,7614718533,1861.25,342.75,0.0,0.0,1892.5456731608883,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 21:00:00,Megaflex Gen Urban,7614718533,1835.25,312.0,0.0,0.0,1861.5817367228333,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 22:00:00,Megaflex Gen Urban,7614718533,1867.0,322.25,0.0,0.0,1894.6065719562994,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-02 23:00:00,Megaflex Gen Urban,7614718533,1884.25,321.75,0.0,0.0,1911.5232473082822,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-03 00:00:00,Megaflex Gen Urban,7614718533,1874.0,325.25,0.0,0.0,1902.0156577956975,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-03 01:00:00,Megaflex Gen Urban,7614718533,1849.5,328.0,0.0,0.0,1878.3594570795017,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-03 02:00:00,Megaflex Gen Urban,7614718533,1857.5,332.25,0.0,0.0,1886.9807398328155,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-03 03:00:00,Megaflex Gen Urban,7614718533,1856.75,337.25,0.0,0.0,1887.1295994181216,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-03 04:00:00,Megaflex Gen Urban,7614718533,1892.75,358.0,0.0,0.0,1926.3090516581185,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-03 05:00:00,Megaflex Gen Urban,7614718533,1928.25,395.75,0.0,0.0,1968.442563297187,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-03 06:00:00,Megaflex Gen Urban,7614718533,1947.25,423.0,0.0,0.0,1992.6644380075638,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-03 07:00:00,Megaflex Gen Urban,7614718533,1926.75,387.75,0.0,0.0,1965.3792572936145,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
2025-05-03 08:00:00,Megaflex Gen Urban,7614718533,2141.5,488.75,0.0,0.0,2196.565230649889,0.0,9648445675,>132kV*,>600km & ≤900km,12000,50000
