datetime,tariff,pod,kwh,kvarh,gkwh,gkvarh,kvah,gkvah,account_id,voltage_zone,transmission_zone,nmd,mec
2025-05-01 00:00:00,Megaflex Gen Urban,9857665714,23.0,0.0,0.0,0.0,23.0,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 01:00:00,Megaflex Gen Urban,9857665714,23.35,0.0,0.0,0.0,23.35,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 02:00:00,Megaflex Gen Urban,9857665714,23.05,0.0,0.0,0.0,23.05,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 03:00:00,Megaflex Gen Urban,9857665714,23.3,0.0,0.0,0.0,23.3,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 04:00:00,Megaflex Gen Urban,9857665714,23.15,0.0,0.0,0.0,23.15,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 05:00:00,Megaflex Gen Urban,9857665714,22.45,0.0,0.0,0.0,22.45,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 06:00:00,Megaflex Gen Urban,9857665714,22.05,0.0,0.0,0.0,22.05,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 07:00:00,Megaflex Gen Urban,9857665714,21.35,0.0,0.0,0.0,21.35,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 08:00:00,Megaflex Gen Urban,9857665714,20.6,0.0,0.0,0.0,20.6,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 09:00:00,Megaflex Gen Urban,9857665714,25.9,31.1,2.5,13.25,40.47245977204746,13.4837865601618,5960228875,>132kV*,>900km,200,5200
2025-05-01 10:00:00,Megaflex Gen Urban,9857665714,27.1,31.15,7.5,18.15,41.28840636304579,19.638546280211273,5960228875,>132kV*,>900km,200,5200
2025-05-01 11:00:00,Megaflex Gen Urban,9857665714,21.25,2.75,7.4,11.1,21.42720233721612,13.34053971921676,5960228875,>132kV*,>900km,200,5200
2025-05-01 12:00:00,Megaflex Gen Urban,9857665714,22.4,0.0,0.0,0.0,22.4,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 13:00:00,Megaflex Gen Urban,9857665714,23.1,0.0,0.0,0.0,23.1,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 14:00:00,Megaflex Gen Urban,9857665714,17.45,3.85,31.75,49.75,17.86966703662942,59.01800572706604,5960228875,>132kV*,>900km,200,5200
2025-05-01 15:00:00,Megaflex Gen Urban,9857665714,15.35,35.65,30.7,83.95,38.81423707868029,89.38731733305346,5960228875,>132kV*,>900km,200,5200
2025-05-01 16:00:00,Megaflex Gen Urban,9857665714,26.15,24.45,3.7,12.35,35.799790502180315,12.892342688588446,5960228875,>132kV*,>900km,200,5200
2025-05-01 17:00:00,Megaflex Gen Urban,9857665714,26.6,15.95,0.2,3.35,31.015520308387543,3.355964838909967,5960228875,>132kV*,>900km,200,5200
2025-05-01 18:00:00,Megaflex Gen Urban,9857665714,23.25,0.0,0.0,0.0,23.25,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 19:00:00,Megaflex Gen Urban,9857665714,23.15,0.0,0.0,0.0,23.15,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 20:00:00,Megaflex Gen Urban,9857665714,24.35,0.0,0.0,0.0,24.35,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 21:00:00,Megaflex Gen Urban,9857665714,25.1,0.0,0.0,0.0,25.1,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 22:00:00,Megaflex Gen Urban,9857665714,25.25,0.55,0.0,0.0,25.25598938865789,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-01 23:00:00,Megaflex Gen Urban,9857665714,25.95,0.0,0.0,0.0,25.95,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 00:00:00,Megaflex Gen Urban,9857665714,25.7,0.0,0.0,0.0,25.7,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 01:00:00,Megaflex Gen Urban,9857665714,25.65,0.0,0.0,0.0,25.65,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 02:00:00,Megaflex Gen Urban,9857665714,24.95,0.0,0.0,0.0,24.95,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 03:00:00,Megaflex Gen Urban,9857665714,23.6,0.0,0.0,0.0,23.6,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 04:00:00,Megaflex Gen Urban,9857665714,22.7,0.0,0.0,0.0,22.7,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 05:00:00,Megaflex Gen Urban,9857665714,23.1,0.0,0.0,0.0,23.1,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 06:00:00,Megaflex Gen Urban,9857665714,22.55,0.0,0.0,0.0,22.55,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 07:00:00,Megaflex Gen Urban,9857665714,21.9,0.0,0.0,0.0,21.9,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 08:00:00,Megaflex Gen Urban,9857665714,21.5,0.0,0.0,0.0,21.5,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 09:00:00,Megaflex Gen Urban,9857665714,21.3,0.0,0.0,0.0,21.3,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 10:00:00,Megaflex Gen Urban,9857665714,21.95,0.0,0.0,0.0,21.95,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 11:00:00,Megaflex Gen Urban,9857665714,22.5,0.0,0.0,0.0,22.5,0.0,5960228875,>132kV*,>900km,200,5200
2025-05-02 12:00:00,Megaflex Gen Urban,9857665714,24.5,0.0,0.0,0.0,24.5,0.0,5960228875,>132kV*,>900km,200,5200
